number,type,gu,area,room,lat,long
854,다가구,송파구,392.41,8,37.5061,127.15194
855,다가구,강동구,561.65,11,37.55556,127.13817
856,다가구,강동구,299.91,6,37.5549125,127.1479748
857,다가구,강동구,581.76,13,37.5512773,127.1453692
858,다가구,동대문구,446.2,10,37.5979661,127.0697765
859,다가구,광진구,581.03,16,37.5388794,127.0904296
860,다가구,중랑구,451.35,8,37.6013359,127.1060961
861,다가구,중랑구,182.84,4,37.6006609,127.1048755
862,다가구,송파구,294.34,8,37.514066,127.1452811
863,다가구,송파구,509.62,10,37.506396,127.1084017
864,다가구,송파구,541.24,12,37.506396,127.1084017
865,다가구,송파구,488.66,11,37.506396,127.1084017
866,다가구,송파구,337.6,7,37.5124046,127.1345329
867,다가구,송파구,286.52,6,37.5028257,127.1327539
868,다가구,송파구,300.83,7,37.5130338,127.1500136
869,다가구,광진구,374.97,7,37.5688352,127.087377
870,다가구,강동구,541.21,10,37.4925572,126.866878
871,다가구,강동구,541.21,10,37.4925572,126.866878
872,다가구,강동구,483.59,11,37.55856,127.14117
873,다가구,강동구,589.08,16,37.5640171,127.1422538
874,다가구,금천구,529.06,11,37.4728926,126.9107191
875,다가구,동대문구,591.84,8,37.5788334,127.0829248
876,다가구,동대문구,590.28,11,37.5788334,127.0829248
877,다가구,동대문구,590.28,11,37.5788334,127.0829248
878,다가구,은평구,318.05,7,37.6184124,126.9184235
879,다가구,관악구,273.16,7,37.4855573,126.9242091
880,다가구,중랑구,490.98,10,37.5934344,127.0912991
881,다가구,중랑구,590.52,12,37.6026097,127.0898676
882,다가구,은평구,530.54,9,37.630417,126.9249001
883,다가구,은평구,584.33,11,37.630417,126.9249001
884,다가구,은평구,585.87,13,37.6077598,126.9315082
885,다가구,강동구,390.9,9,37.5440318,127.1396105
886,다가구,송파구,545.24,12,37.5157113,127.1395532
887,다가구,서대문구,408.82,8,37.592635,126.9311963
888,다가구,송파구,334.85,6,37.5126736,127.145683
889,다가구,송파구,469.2,10,37.5123264,127.1460894
890,다가구,송파구,577.5,10,37.5209147,127.129472
891,다가구,송파구,372.22,8,37.4988945,127.1355961
892,다가구,송파구,460.92,10,37.4981662,127.1433976
893,다가구,송파구,413.68,11,37.518878,127.1231057
894,다가구,광진구,1000,24,37.5402297,127.0866287
895,다가구,중랑구,433.17,8,37.6226051,127.08459
896,다가구,동대문구,579.89,12,37.5893397,127.0796186
897,다가구,구로구,584.08,12,37.5159,126.86999
898,다가구,구로구,585.24,12,37.5159,126.86999
899,다가구,강동구,251.56,8,37.5573071,127.1498449
900,다가구,강동구,304.07,7,37.5548946,127.1419066
901,다가구,강동구,374.86,9,37.5589589,127.1472105
902,다가구,강동구,337.4,8,37.5589589,127.1472105
903,다가구,강동구,474.45,11,37.4925572,126.866878
904,다가구,광진구,1000,22,37.541202,127.0872744
905,다가구,노원구,1000,22,37.6382688,127.0842061
906,다가구,중랑구,1000,22,37.6083937,127.086586
907,다가구,강동구,369.68,8,37.5566376,127.1785566
908,다가구,강동구,360.2,8,37.5566376,127.1785566
909,다가구,강동구,396.41,10,37.5624089,127.147631
910,다가구,강동구,483.61,10,37.5632458,127.1447143
911,다가구,강동구,445.43,10,37.55856,127.14117
912,다가구,강동구,350.36,7,37.5573914,127.1483595
913,다가구,강동구,532.49,10,37.5573914,127.1483595
914,다가구,강동구,407.85,9,37.5589589,127.1472105
915,다가구,강동구,220.62,5,37.5569869,127.1407324
916,다가구,노원구,278.74,6,37.6705142,127.0773627
917,다가구,성북구,489.91,10,37.6198986,127.0224443
918,다가구,성북구,456.92,8,37.6222586,127.0104291
919,다가구,송파구,576.78,16,37.5184451,127.131023
920,다가구,송파구,550.49,12,37.5405984,127.1304132
921,다가구,송파구,532.53,12,37.5184451,127.131023
922,다가구,송파구,503.73,12,37.5184451,127.131023
923,다가구,은평구,562.22,12,37.629922,126.9210717
924,다가구,은평구,408.21,8,37.6301162,126.9174926
925,다가구,중랑구,479.19,10,37.6248019,127.0881973
926,다가구,광진구,415.53,10,37.5493797,127.1044994
927,다가구,광진구,387.29,10,37.5413532,127.0971329
928,다가구,강동구,589.52,12,37.5585932,127.1822079
929,다가구,강동구,377.94,8,37.5585932,127.1822079
930,다가구,강동구,418.08,8,37.5557819,127.1482871
931,다가구,강동구,585.56,11,37.5557819,127.1482871
932,다가구,송파구,428.48,10,37.5465392,127.1308735
933,다가구,강동구,473.25,10,37.5639051,127.1387573
934,다가구,강동구,410.04,10,37.56156,127.14417
935,다가구,광진구,297.96,6,37.5413532,127.0971329
936,다가구,광진구,581.97,15,37.544202,127.0902744
937,다가구,동대문구,550.02,10,37.6021454,127.0720217
938,다가구,동대문구,475.52,8,37.6021454,127.0720217
939,다가구,서대문구,375.79,8,37.595635,126.9341963
940,다가구,서대문구,377.35,8,37.595635,126.9341963
941,다가구,성북구,457.68,8,37.6222586,127.0104291
942,다가구,성북구,286.08,6,37.6222586,127.0104291
943,다가구,성북구,586.2,12,37.624564,127.0273668
944,다가구,성북구,465.28,8,37.6206549,127.026154
945,다가구,성북구,428.24,8,37.6300414,127.0175749
946,다가구,성북구,410.91,11,37.6300414,127.0175749
947,다가구,양천구,581.04,12,37.5387497,126.8638336
948,다가구,양천구,565.79,16,37.5387497,126.8638336
949,다가구,양천구,511.36,12,37.5390963,126.8666045
950,다가구,양천구,511.36,12,37.5390963,126.8666045
951,다가구,양천구,511.36,12,37.5390963,126.8666045
952,다가구,양천구,421.84,10,37.5390963,126.8666045
953,다가구,중랑구,454.78,10,37.6056322,127.1155106
954,다가구,동대문구,1000,22,37.5871492,127.0613699
955,다가구,강동구,438.53,10,37.5572135,127.1493444
956,다가구,성동구,390.07,7,37.5618988,127.0779909
957,다가구,성북구,589.93,12,37.6133932,127.053513
958,다가구,은평구,1199.19,27,37.6336922,126.9339477
959,다가구,광진구,414.36,8,37.575759,127.0895353
960,다가구,광진구,529.09,10,37.575759,127.0895353
961,다가구,강동구,426.95,11,37.546381,127.1376783
962,다가구,강동구,575.22,12,37.5578946,127.1449066
963,다가구,강동구,425.43,9,37.5603914,127.1513595
964,다가구,구로구,553.31,12,37.5021293,126.8658384
965,다가구,노원구,291.67,6,37.6472937,127.0716301
966,다가구,동대문구,0,16,37.6021454,127.0720217
967,다가구,송파구,425.3,10,37.5160338,127.1530136
968,다가구,송파구,389.84,10,37.5125953,127.152018
969,다가구,강동구,437.68,10,37.5537764,127.1493624
970,다가구,강동구,553.45,11,37.5595908,127.1420027
971,다가구,강동구,362.45,8,37.5588614,127.1821745
972,다가구,강동구,498.92,10,37.5641143,127.1485393
973,다가구,강동구,476.66,10,37.5531281,127.1474549
974,다가구,강동구,522.35,10,37.5558871,127.1478138
975,다가구,강동구,385.06,8,37.540952,127.1389059
976,다가구,강동구,583.87,10,37.5615519,127.14927
977,다가구,강동구,442.4,10,37.560865,127.1506725
978,다가구,관악구,488.56,10,37.5061786,126.9432148
979,다가구,광진구,575.18,15,37.5418794,127.0934296
980,다가구,광진구,472.07,13,37.5464195,127.0933286
981,다가구,광진구,486.95,13,37.5464195,127.0933286
982,다가구,광진구,463.96,10,37.5434815,127.0938173
983,다가구,광진구,571.06,13,37.5840673,127.0943763
984,다가구,광진구,565.43,15,37.5840673,127.0943763
985,다가구,광진구,449.5,10,37.5755611,127.0900972
986,다가구,금천구,580.85,12,37.4889396,126.9139248
987,다가구,노원구,369.03,7,37.6735142,127.0803627
988,다가구,노원구,578.81,12,37.6856613,127.06413
989,다가구,동대문구,1634.01,35,37.5759552,127.0809645
990,다가구,동작구,584.17,13,37.4930965,126.9865833
991,다가구,서초구,411.78,10,37.4820515,127.0566406
992,다가구,양천구,575.32,14,37.553057,126.8831074
993,다가구,영등포구,560.05,11,37.5109077,126.9083838
994,다가구,중랑구,398.91,10,37.6041444,127.1157993
995,다가구,중랑구,398.58,8,37.6217706,127.0893808
996,다가구,노원구,587.66,11,37.6875081,127.0740072
997,다가구,강동구,506.74,10,37.5640241,127.1503955
998,다가구,강동구,375.48,8,37.560865,127.1506725
999,다가구,강동구,369.07,8,37.5588614,127.1821745
1000,다가구,강동구,592.92,12,37.5646478,127.1514114
1001,다가구,강동구,401.64,7,37.5619589,127.1502105
1002,다가구,송파구,531.6,11,37.5070111,127.1460804
1003,다가구,강남구,399.26,10,37.4863612,127.0651947
1004,다가구,강남구,394.46,10,37.4856313,127.0640654
1005,다가구,구로구,505.4,10,37.5208836,126.8599435
1006,다가구,동대문구,395.88,8,37.6021454,127.0720217
1007,다가구,동대문구,454.28,10,37.5954824,127.0527892
1008,다가구,성북구,537.44,10,37.62673,127.05215
1009,다가구,성북구,529.78,15,37.6273627,127.0560723
1010,다가구,성북구,560.89,15,37.6273627,127.0560723
1011,다가구,성북구,366.44,8,37.6273627,127.0560723
1012,다가구,성북구,353.33,8,37.6273627,127.0560723
1013,다가구,양천구,407.53,11,37.5557255,126.8804458
1014,다가구,영등포구,532.3,10,37.5215524,126.9226654
1015,다가구,은평구,436.58,8,37.6058135,126.9200957
1016,다가구,은평구,455.15,14,37.6058135,126.9200957
1017,다가구,동대문구,588.16,12,37.5872885,127.0834863
1018,다가구,동대문구,470.12,8,37.5872885,127.0834863
1019,다가구,동대문구,588.16,12,37.5885348,127.0826919
1020,다가구,동대문구,470.12,8,37.5885348,127.0826919
1021,다가구,동작구,468.84,8,37.5060814,126.9916986
1022,다가구,동작구,585.2,12,37.5060814,126.9916986
1023,다가구,성북구,580.81,15,37.6291569,127.0580801
1024,다가구,성북구,582.71,14,37.6291569,127.0580801
1025,다가구,은평구,507.5,9,37.5976647,126.9114766
1026,다가구,강동구,510.65,10,37.5592318,127.151563
1027,다가구,광진구,469.64,14,37.5490635,127.0938346
1028,다가구,광진구,357.8,8,37.5490635,127.0938346
1029,다가구,서대문구,571.09,14,37.5815428,126.9731082
1030,다가구,서대문구,579.24,11,37.5924396,126.9279143
1031,다가구,성북구,408.72,8,37.6273627,127.0560723
1032,다가구,동대문구,504.1,10,37.5827228,127.0805228
1033,다가구,동대문구,504.1,10,37.5827228,127.0805228
1034,다가구,동대문구,479.44,8,37.5827228,127.0805228
1035,다가구,동대문구,352.73,7,37.5767453,127.0761517
1036,다가구,관악구,1000,23,37.5015569,126.9308214
1037,다가구,강동구,522.83,11,37.5522053,127.1603146
1038,다가구,강동구,397.88,8,37.5577586,127.1501696
1039,다가구,도봉구,474.93,11,37.6645654,127.0432531
1040,다가구,동대문구,531.64,12,37.5759552,127.0809645
1041,다가구,동대문구,538.02,10,37.5759552,127.0809645
1042,다가구,동대문구,497.89,10,37.589431,127.083637
1043,다가구,동대문구,412.49,8,37.5775133,127.0753478
1044,다가구,성북구,582.84,12,37.6299303,127.0695492
1045,다가구,성북구,582.84,12,37.6299303,127.0695492
1046,다가구,성북구,589.94,12,37.6299303,127.0695492
1047,다가구,성북구,382.69,6,37.6299303,127.0695492
1048,다가구,송파구,538.46,12,37.5068177,127.1490811
1049,다가구,송파구,540.25,10,37.5216286,127.1533605
1050,다가구,영등포구,356.44,7,37.5228069,126.9260392
1051,다가구,은평구,564.37,13,37.62628965,126.9210209
1052,다가구,강동구,542.78,10,37.5584562,127.1362916
1053,다가구,강동구,400,8,37.5584562,127.1362916
1054,다가구,강동구,430.02,8,37.5577586,127.1501696
1055,다가구,구로구,564.84,14,37.5187277,126.8758658
1056,다가구,금천구,479.84,8,37.4852845,126.9047604
1057,다가구,금천구,478.82,8,37.4852845,126.9047604
1058,다가구,금천구,397.13,8,37.4764193,126.9112997
1059,다가구,금천구,463.29,10,37.461783,126.9201064
1060,다가구,양천구,382.62,8,37.5571936,126.8860744
1061,다가구,도봉구,495.68,10,37.6663129,127.0692911
1062,다가구,강동구,543.81,13,37.5654089,127.150631
1063,다가구,강동구,371.02,8,37.5539649,127.1478855
1064,다가구,강동구,468.68,10,37.5539649,127.1478855
1065,다가구,동대문구,541.58,10,37.5823006,127.0845818
1066,다가구,은평구,474.97,10,37.6129512,126.9367371
1067,다가구,강동구,534.31,10,37.5627802,127.1509119
1068,다가구,금천구,355.17,6,37.4683934,126.9221641
1069,다가구,금천구,475.76,8,37.4683934,126.9221641
1070,다가구,금천구,505.4,8,37.4683934,126.9221641
1071,다가구,금천구,591.4,8,37.4683934,126.9221641
1072,다가구,금천구,488.7,12,37.4718119,126.9160485
1073,다가구,서초구,460.78,10,37.4872782,127.0598425
1074,다가구,양천구,577.76,12,37.5500614,126.8805314
1075,다가구,양천구,417.28,9,37.5500614,126.8805314
1076,다가구,양천구,578.42,15,37.5547934,126.8786583
1077,다가구,영등포구,524.84,12,37.5098798,126.9089318
1078,다가구,은평구,546.96,13,37.62265655,126.9249124
1079,다가구,은평구,414.02,8,37.62645085,126.9206407
1080,다가구,은평구,460.16,11,37.6276779,126.920923
1081,다가구,성북구,660,16,37.6195596,127.0565078
1082,다가구,성북구,660,20,37.6195596,127.0565078
1083,다가구,성북구,660,20,37.6195596,127.0565078
1084,다가구,성북구,660,20,37.6195596,127.0565078
1085,다가구,성북구,660,24,37.6195596,127.0565078
1086,다가구,성북구,660,24,37.6195596,127.0565078
1087,다가구,성북구,660,24,37.6195596,127.0565078
1088,다가구,강동구,372.8,7,37.5588614,127.1821745
1089,다가구,금천구,388.38,10,37.4744085,126.9213943
1090,다가구,금천구,523.53,12,37.466242,126.9217992
1091,다가구,양천구,473.61,11,37.5531806,126.8846261
1092,도시형,강남구,166.5,10,37.5921729,127.0528684
1093,도시형,강동구,415.08,14,37.5455144,127.1405341
1094,도시형,강동구,574.4,16,37.4955572,126.869878
1095,도시형,강동구,543.9,16,37.5585932,127.1822079
1096,도시형,강동구,327.12,10,37.5606378,127.1844695
1097,도시형,강동구,408.22,14,37.5531281,127.1474549
1098,도시형,강동구,552.84,23,37.5569865,127.1424649
1099,도시형,강동구,297.3,10,37.5655546,127.1408186
1100,도시형,강동구,559.89,24,37.5568381,127.1435558
1101,도시형,강북구,493.1,28,37.6616907,127.0332448
1102,도시형,강북구,348.01,20,37.6418252,127.0300625
1103,도시형,강북구,314.14,18,37.6166774,127.0385753
1104,도시형,강북구,394.68,22,37.6582734,127.0715517
1105,도시형,강북구,280.84,20,37.6448081,127.0279191
1106,도시형,강서구,508.95,29,37.5809142,126.8274979
1107,도시형,강서구,1033.14,60,37.5612932,126.8878578
1108,도시형,강서구,426.5,13,37.5473296,126.831713
1109,도시형,강서구,270.32,11,37.5512607,126.869148
1110,도시형,강서구,249.98,12,37.5476836,126.8686101
1111,도시형,관악구,202.87,12,37.4790516,126.9486652
1112,도시형,관악구,202.87,12,37.4790516,126.9486652
1113,도시형,광진구,410,20,37.5565359,127.0956384
1114,도시형,광진구,769.87,25,37.5459962,127.0924362
1115,도시형,구로구,443.24,27,37.5050335,126.8645023
1116,도시형,구로구,459.49,27,37.5023018,126.8657079
1117,도시형,구로구,407.44,22,37.5061091,126.8665211
1118,도시형,구로구,421.17,22,37.5062853,126.8654076
1119,도시형,구로구,421.39,24,37.5068887,126.8649722
1120,도시형,구로구,515.83,26,37.5172623,126.8776159
1121,도시형,구로구,391.64,20,37.5060673,126.8634058
1122,도시형,구로구,473.92,18,37.5062853,126.8654076
1123,도시형,구로구,481.44,18,37.5050335,126.8645023
1124,도시형,구로구,437.3,18,37.5023018,126.8657079
1125,도시형,구로구,467.46,24,37.5050335,126.8645023
1126,도시형,구로구,485.1,12,37.5029208,126.8657442
1127,도시형,구로구,392.24,12,37.5050335,126.8645023
1128,도시형,구로구,378.64,12,37.5050335,126.8645023
1129,도시형,구로구,409.35,16,37.5060673,126.8634058
1130,도시형,구로구,424.96,12,37.50703,126.8659741
1131,도시형,구로구,508.31,14,37.5050335,126.8645023
1132,도시형,금천구,276.83,16,37.4741071,126.9154942
1133,도시형,금천구,366.68,14,37.4768669,126.9173985
1134,도시형,금천구,502.46,17,37.4909234,126.9186859
1135,도시형,금천구,286.78,16,37.4686669,126.9195602
1136,도시형,노원구,497.24,28,37.6451433,127.0711182
1137,도시형,노원구,429.33,25,37.6370719,127.0905937
1138,도시형,노원구,494.3,29,37.6451433,127.0711182
1139,도시형,노원구,337.21,16,37.6328352,127.0929446
1140,도시형,노원구,500.32,24,37.6875081,127.0740072
1141,도시형,노원구,402.6,15,37.6500442,127.0901725
1142,도시형,노원구,315.76,12,37.6500442,127.0901725
1143,도시형,노원구,1027,28,37.6500442,127.0901725
1144,도시형,도봉구,236.24,8,37.6514322,127.048358
1145,도시형,도봉구,551.48,18,37.6791103,127.0496558
1146,도시형,도봉구,418.43,14,37.6724389,127.0500818
1147,도시형,도봉구,418.43,14,37.6727524,127.0519719
1148,도시형,동대문구,837.81,29,37.5749428,127.0822148
1149,도시형,동대문구,837.81,29,37.5749428,127.0822148
1150,도시형,동대문구,368.83,16,37.6021019,127.0749942
1151,도시형,동대문구,752.94,26,37.577027,127.0756549
1152,도시형,동대문구,719.2,24,37.577027,127.0756549
1153,도시형,동대문구,467.76,14,37.5757744,127.074308
1154,도시형,동작구,463.48,14,37.508904,126.9511663
1155,도시형,동작구,1033.44,26,37.5068089,126.943727
1156,도시형,마포구,253.94,19,37.5676358,126.9229249
1157,도시형,마포구,600.75,40,37.5873954,126.9081455
1158,도시형,마포구,475.51,29,37.5756775,126.9190396
1159,도시형,마포구,598.78,28,37.5757536,126.9395726
1160,도시형,마포구,410.19,16,37.5692777,126.9177718
1161,도시형,마포구,425.41,13,37.5738618,126.9135211
1162,도시형,서대문구,392.45,24,37.5953504,126.9281666
1163,도시형,서대문구,335.92,19,37.5933014,126.9380688
1164,도시형,서대문구,369.12,20,37.6121138,126.9616015
1165,도시형,서대문구,350.62,24,37.5923293,126.9410044
1166,도시형,서대문구,393.08,28,37.595635,126.9341963
1167,도시형,서대문구,293.82,15,37.5897681,126.9398171
1168,도시형,서대문구,355,20,37.5777638,126.920153
1169,도시형,서대문구,220.74,14,37.5897681,126.9398171
1170,도시형,서대문구,382.2,14,37.5971049,126.9411067
1171,도시형,서대문구,264.74,14,37.5923293,126.9410044
1172,도시형,서대문구,403.12,16,37.595635,126.9341963
1173,도시형,서대문구,419.49,14,37.595635,126.9341963
1174,도시형,서대문구,469.41,14,37.589635,126.9281963
1175,도시형,서대문구,326.03,19,37.5876848,126.9251246
1176,도시형,서대문구,397.68,14,37.5883843,126.9263206
1177,도시형,서대문구,293.74,12,37.5863293,126.9350044
1178,도시형,서대문구,493.12,24,37.6061116,126.9584923
1179,도시형,서대문구,384.65,12,37.5850811,126.9341809
1180,도시형,서대문구,312.09,14,37.5837681,126.9338171
1181,도시형,서대문구,379.94,16,37.5850811,126.9341809
1182,도시형,서대문구,314.1,12,37.5850811,126.9341809
1183,도시형,서대문구,260.51,14,37.5861769,126.9206241
1184,도시형,서대문구,247.03,13,37.5895334,126.9248699
1185,도시형,서대문구,456.58,16,37.5873014,126.9320688
1186,도시형,서대문구,435.16,15,37.5873014,126.9320688
1187,도시형,서대문구,363.76,14,37.5899214,126.9281997
1188,도시형,서대문구,306.12,17,37.589288,126.9214592
1189,도시형,서대문구,378.14,13,37.5775757,126.9375063
1190,도시형,서대문구,494.84,18,37.5892714,126.9225088
1191,도시형,성동구,389.62,11,37.5674542,127.0696275
1192,도시형,성동구,489.59,15,37.5674542,127.0696275
1193,도시형,성북구,267.09,17,37.618564,127.0213668
1194,도시형,성북구,401.55,23,37.6167617,127.0127041
1195,도시형,성북구,271.37,19,37.6163717,127.0217942
1196,도시형,성북구,359.79,24,37.618564,127.0213668
1197,도시형,성북구,316.55,20,37.6163717,127.0217942
1198,도시형,성북구,257.41,17,37.6171068,127.0215276
1199,도시형,성북구,323.89,22,37.616128,127.0178888
1200,도시형,성북구,386.85,15,37.6171068,127.0215276
1201,도시형,성북구,221.9,12,37.6137981,127.0158113
1202,도시형,성북구,367.61,14,37.619952,127.0155262
1203,도시형,성북구,338.89,12,37.6056183,127.0108477
1204,도시형,성북구,382.32,16,37.6133744,127.0212163
1205,도시형,성북구,377.57,16,37.6169806,127.0173897
1206,도시형,성북구,482,19,37.6191592,127.0167421
1207,도시형,성북구,427.22,14,37.6059781,127.0355287
1208,도시형,송파구,488.69,17,37.511066,127.1422811
1209,도시형,송파구,339.17,10,37.5001795,127.1355924
1210,도시형,송파구,564.83,15,37.5127131,127.1373629
1211,도시형,송파구,349.92,12,37.5173443,127.1241964
1212,도시형,송파구,419.63,13,37.5001824,127.1326442
1213,도시형,송파구,388.44,12,37.515878,127.1201057
1214,도시형,양천구,494.99,13,37.5352163,126.8442472
1215,도시형,양천구,404.74,13,37.5329606,126.8626866
1216,도시형,양천구,204.07,10,37.5537096,126.8715668
1217,도시형,양천구,256.16,8,37.5527937,126.8787432
1218,도시형,양천구,441.54,14,37.5294188,126.8624497
1219,도시형,양천구,449.68,16,37.5327497,126.8578336
1220,도시형,양천구,331.92,12,37.5327497,126.8578336
1221,도시형,양천구,560.75,23,37.5336057,126.8583537
1222,도시형,영등포구,283.79,17,37.4981794,126.9115153
1223,도시형,영등포구,559.63,20,37.5201618,126.9255244
1224,도시형,영등포구,412.12,14,37.5168069,126.9200392
1225,도시형,영등포구,480.96,19,37.5168069,126.9200392
1226,도시형,영등포구,380.63,12,37.5135972,126.9132648
1227,도시형,은평구,340.49,18,37.60775,126.9226606
1228,도시형,은평구,174.14,11,37.6113692,126.9253695
1229,도시형,은평구,278.19,12,37.5993374,126.923276
1230,도시형,은평구,485.7,15,37.6308452,126.9299663
1231,도시형,은평구,247.35,11,37.61527775,126.9154048
1232,도시형,은평구,503,16,37.6074484,126.9180774
1233,도시형,중랑구,500.5,29,37.5965182,127.1075141
1234,도시형,중랑구,469.57,14,37.5979039,127.1074988
1235,도시형,중랑구,307.76,8,37.5969777,127.0841629
1236,도시형,중랑구,378.12,12,37.5992105,127.1017142
1237,도시형,중랑구,442.44,13,37.6237081,127.0885654
1238,도시형,중랑구,406.16,16,37.604878,127.0915379
1239,도시형,중랑구,516.1,14,37.5979039,127.1074988
1240,도시형,중랑구,783.54,25,37.6054528,127.0888102
1241,도시형,중랑구,416.09,12,37.6188019,127.0821973
1242,도시형,중랑구,697.6,24,37.6142714,127.0867347
1243,도시형,중랑구,415.76,15,37.5918152,127.085261
1244,도시형,강동구,393.76,14,37.54107,127.1307455
1245,도시형,동대문구,450.85,14,37.5707453,127.0701517
1246,도시형,동대문구,545.01,17,37.5762259,127.0727237
1247,도시형,광진구,897.46,29,37.5368151,127.0871773
1248,도시형,성동구,386.64,12,37.5581474,127.0747587
1249,도시형,성북구,562.72,19,37.6230606,127.051307
1250,도시형,성북구,359.29,16,37.618564,127.0213668
1251,도시형,성북구,248.18,10,37.618564,127.0213668
1252,도시형,양천구,489.33,17,37.5413158,126.8735328
1253,도시형,강동구,353.56,10,37.5528614,127.1761745
1254,도시형,강동구,492.74,14,37.5339122,127.1312873
1255,도시형,광진구,550.84,20,37.5658352,127.084377
1256,도시형,금천구,483.36,16,37.4812471,126.9021422
1257,도시형,금천구,483.36,16,37.4812471,126.9021422
1258,도시형,금천구,483.36,16,37.4812471,126.9021422
1259,도시형,성북구,472.96,16,37.6050955,127.034528
1260,도시형,강동구,426.45,15,37.5515307,127.1303376
1261,도시형,강동구,549.92,20,37.5560696,127.13696
1262,도시형,강동구,569.56,18,37.5560696,127.13696
1263,도시형,양천구,547.62,15,37.5336057,126.8583537
1264,도시형,강남구,305.1,18,37.5861729,127.0468684
1265,도시형,강남구,444.57,17,37.4862932,127.0535043
1266,도시형,강동구,433.24,16,37.5543914,127.1453595
1267,도시형,노원구,550.92,20,37.6318275,127.0794857
